gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
M,Grad,381500,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,K,Andy Jackson,Andy.Jackson@mail.com
M,<HS,721089,NaN,N,B,Married,N,Professional,3High,Owner,South,1,G,Thomas Bland,Thomas.Bland@mail.com
M,Some College,321550,NaN,Y,A,,N,Sales/Service,1Low,Owner,West,1,F,Joe Parker,Joe.Parker@mail.com
M,HS,120973,>65,N,E,Married,Y,Sales/Service,1Low,Owner,West,1,U,Don Tyler,Don.Tyler@mail.com
M,Some College,166116,<=65,Y,C,,Y,Retired,1Low,Owner,Midwest,6,F,Patrick Rosen,Patrick.Rosen@mail.com
F,<HS,127987,>65,N,E,,N,Retired,1Low,Owner,West,4,D,Stacey Lancaster,Stacey.Lancaster@mail.com
M,Bach,172220,<=65,N,H,Married,N,Professional,2Med,Owner,South,2,E,John Shipman,John.Shipman@mail.com
F,HS,303139,>65,Y,I,Married,N,Retired,1Low,Owner,West,6,E,Jessica Jackson,Jessica.Jackson@mail.com
F,Some College,397860,NaN,N,C,Married,Y,Others,1Low,Owner,West,2,F,Wilma Rutter,Wilma.Rutter@mail.com
M,Grad,362724,>65,Y,D,Married,N,Retired,2Med,Owner,West,3,D,Paul Dejesus,Paul.Dejesus@mail.com
F,Some College,308688,<=55,Y,F,,N,Sales/Service,1Low,Owner,South,1,F,Sheryl Nugent,Sheryl.Nugent@mail.com
F,HS,0,>65,Y,H,,N,Retired,1Low,,Northeast,4,A,Nora Feasel,Nora.Feasel@mail.com
F,Bach,745832,<=55,Y,C,,Y,Sales/Service,3High,Owner,West,4,G,Guadalupe Holt,Guadalupe.Holt@mail.com
M,Bach,0,<=55,Y,G,Married,U,Sales/Service,1Low,Renter,Midwest,7,H,Kenneth Benitez,Kenneth.Benitez@mail.com
F,Some College,217782,<=35,N,E,Married,U,Professional,2Med,Owner,Midwest,1,K,Hyon Oconner,Hyon.Oconner@mail.com
M,Bach,0,NaN,Y,G,,Y,Others,1Low,Renter,Northeast,7,K,Brian Mora,Brian.Mora@mail.com
F,Bach,497324,<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,E,Cathy Egan,Cathy.Egan@mail.com
M,Some College,37997,<=55,Y,D,Married,U,Professional,1Low,Owner,West,2,H,Milford Grizzle,Milford.Grizzle@mail.com
M,Some College,287648,<=55,Y,F,,Y,Sales/Service,1Low,Renter,West,2,E,Mark Coleman,Mark.Coleman@mail.com
M,Some College,501618,<=25,Y,C,,Y,Others,2Med,Owner,West,2,H,Jeffrey Lajara,Jeffrey.Lajara@mail.com
F,Some College,186775,<=45,Y,E,Single,Y,Sales/Service,1Low,Owner,South,1,E,Mary Lucas,Mary.Lucas@mail.com
M,Grad,582321,<=65,Y,C,,Y,Sales/Service,1Low,Owner,Northeast,1,L,Charles Marshall,Charles.Marshall@mail.com
M,Some College,225139,<=65,N,F,Married,Y,Professional,1Low,Renter,South,1,K,Kevin Dunham,Kevin.Dunham@mail.com
F,Some College,243825,<=65,Y,B,,Y,Sales/Service,2Med,Owner,South,2,E,Elizabeth Burkitt,Elizabeth.Burkitt@mail.com
M,Some College,264870,<=35,Y,E,,Y,Professional,1Low,Owner,Midwest,2,B,Randy Neal,Randy.Neal@mail.com
M,Some College,259812,>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,2,C,Melvin Banks,Melvin.Banks@mail.com
F,Bach,567563,NaN,Y,B,Married,U,Professional,3High,Owner,West,5,H,Patricia Hiatt,Patricia.Hiatt@mail.com
M,Some College,0,NaN,Y,G,Single,N,Sales/Service,1Low,Renter,South,9,D,Craig Steffensmeier,Craig.Steffensmeier@mail.com
F,Grad,86164,<=35,N,F,,U,Sales/Service,1Low,Owner,South,4,A,Peggy Lahr,Peggy.Lahr@mail.com
F,HS,87200,>65,Y,H,Married,U,Others,1Low,Owner,South,1,A,Melodie Poore,Melodie.Poore@mail.com
M,Some College,6337423,<=35,Y,B,Married,Y,Professional,3High,Owner,West,1,L,Marco Pimentel,Marco.Pimentel@mail.com
F,Bach,253098,<=35,N,C,,U,Sales/Service,2Med,Owner,Midwest,2,F,Lola Cho,Lola.Cho@mail.com
M,Bach,175007,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,4,A,Kevin Brown,Kevin.Brown@mail.com
M,Grad,270840,>65,Y,B,,Y,Professional,1Low,Owner,Midwest,1,L,Michael Kaufman,Michael.Kaufman@mail.com
M,Some College,153254,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,South,4,E,Rafael Gilbert,Rafael.Gilbert@mail.com
M,Some College,0,<=65,Y,J,Married,Y,Sales/Service,1Low,Owner,Midwest,6,F,Micheal Baxter,Micheal.Baxter@mail.com
M,,0,NaN,N,E,Single,U,Professional,1Low,Renter,West,9,G,Sam Lamoureux,Sam.Lamoureux@mail.com
M,Grad,2500000,>65,N,B,,U,Retired,1Low,Owner,South,3,G,Robert Smith,Robert.Smith@mail.com
F,Some College,392400,<=45,Y,E,Single,N,Sales/Service,1Low,Owner,Northeast,3,E,Floretta Kueny,Floretta.Kueny@mail.com
F,Some College,457189,<=45,Y,C,Married,Y,Sales/Service,3High,Owner,West,1,C,Dina Brickell,Dina.Brickell@mail.com
F,Some College,89133,<=35,Y,I,Married,Y,Blue Collar,1Low,,South,4,D,Lynn Hoyt,Lynn.Hoyt@mail.com
M,Bach,241375,NaN,Y,C,,Y,Professional,1Low,Renter,South,2,B,Nicholas Perry,Nicholas.Perry@mail.com
F,HS,82033,>65,Y,I,,Y,Retired,1Low,Owner,Midwest,8,D,Ryan Oreilly,Ryan.Oreilly@mail.com
F,<HS,239854,<=65,Y,I,Married,N,Sales/Service,1Low,Owner,South,3,C,Loretta Goodman,Loretta.Goodman@mail.com
F,HS,0,<=45,Y,E,Married,Y,Professional,1Low,Owner,South,8,E,Rose Stewart,Rose.Stewart@mail.com
F,HS,152055,<=45,Y,G,Single,N,Sales/Service,1Low,Renter,Midwest,3,C,Angela Griffin,Angela.Griffin@mail.com
F,HS,180177,<=65,Y,J,Married,N,Professional,1Low,Owner,West,2,E,Tammy Pennington,Tammy.Pennington@mail.com
M,HS,293440,NaN,Y,C,Married,U,Others,1Low,Owner,Midwest,6,E,Michael Tucker,Michael.Tucker@mail.com
M,HS,0,<=35,N,F,Married,Y,Blue Collar,1Low,,Midwest,8,E,Kevin Libengood,Kevin.Libengood@mail.com
M,Some College,0,<=55,N,F,Married,U,Blue Collar,1Low,,West,9,D,Ronald Eakin,Ronald.Eakin@mail.com
F,<HS,124870,<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,South,3,E,Loria Cadwell,Loria.Cadwell@mail.com
M,Grad,144661,<=35,Y,E,,U,Professional,2Med,Owner,South,1,G,Kermit Gonzales,Kermit.Gonzales@mail.com
F,Some College,117425,<=45,N,I,,N,Professional,1Low,Owner,South,3,D,Teresa Mcmahon,Teresa.Mcmahon@mail.com
M,Some College,38586,NaN,N,G,Married,Y,Blue Collar,1Low,Owner,South,8,A,Wesley Morse,Wesley.Morse@mail.com
M,Bach,562113,<=45,Y,C,Married,Y,Professional,3High,Owner,West,3,F,Hector Dus,Hector.Dus@mail.com
M,Grad,181288,<=65,N,E,Married,N,Professional,2Med,Owner,South,2,E,Miguel Garcia,Miguel.Garcia@mail.com
M,Some College,0,<=25,N,G,Single,N,Blue Collar,1Low,Renter,South,5,F,Daniel Moore,Daniel.Moore@mail.com
F,Some College,151074,<=25,Y,I,,Y,Blue Collar,1Low,Owner,South,4,E,Nora Puente,Nora.Puente@mail.com
F,Some College,0,<=25,N,H,,N,Professional,1Low,,Northeast,3,E,Lyndsey Meil,Lyndsey.Meil@mail.com
M,Bach,313767,>65,Y,D,Married,N,Retired,2Med,Owner,West,4,E,John Hatherly,John.Hatherly@mail.com
M,Grad,0,<=55,Y,H,,U,Professional,1Low,Owner,West,2,A,Michael Erwin,Michael.Erwin@mail.com
F,Grad,380192,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,L,Bernadette Mcilwain,Bernadette.Mcilwain@mail.com
M,Grad,266897,<=45,Y,C,Married,Y,Professional,1Low,,West,1,H,Stanley Mcguigan,Stanley.Mcguigan@mail.com
M,HS,281547,<=55,N,E,,N,Sales/Service,1Low,Owner,Northeast,4,E,Jamie Fennell,Jamie.Fennell@mail.com
M,Bach,89380,<=65,N,F,Single,Y,Professional,1Low,Owner,Midwest,9,D,Jason Conway,Jason.Conway@mail.com
F,Grad,215988,<=35,Y,E,,N,Professional,1Low,Renter,West,4,H,Annette Jackson,Annette.Jackson@mail.com
F,Bach,0,<=35,Y,G,Single,Y,Sales/Service,1Low,Renter,West,9,D,Marian Mcdonald,Marian.Mcdonald@mail.com
F,,335502,<=25,N,D,,Y,Professional,1Low,Owner,South,8,F,Eunice Murry,Eunice.Murry@mail.com
M,Grad,1510740,<=45,N,B,,Y,Professional,3High,Owner,West,1,K,Wilbur Werk,Wilbur.Werk@mail.com
F,Some College,566800,<=35,N,C,,Y,Professional,3High,Owner,Midwest,1,G,Melinda Rohlfing,Melinda.Rohlfing@mail.com
F,HS,0,NaN,Y,G,Single,N,Sales/Service,1Low,Renter,South,7,H,Kayla Rines,Kayla.Rines@mail.com
M,,263420,NaN,Y,I,,Y,Others,1Low,Owner,South,4,F,Richard Gogan,Richard.Gogan@mail.com
M,Bach,326389,<=65,Y,B,Married,N,Professional,1Low,Owner,South,4,H,Donald Dicostanzo,Donald.Dicostanzo@mail.com
F,Grad,0,<=45,Y,E,Married,U,Sales/Service,1Low,Owner,South,2,F,Elaine Mitchell,Elaine.Mitchell@mail.com
F,Some College,0,<=55,N,E,,Y,Blue Collar,1Low,,Northeast,6,E,Lindsay Fujimoto,Lindsay.Fujimoto@mail.com
M,Bach,245280,<=45,Y,G,Single,U,Professional,1Low,Renter,Midwest,5,E,Edward Koster,Edward.Koster@mail.com
M,<HS,196854,NaN,N,G,Single,U,Sales/Service,1Low,Renter,West,9,E,John Mcmenamy,John.Mcmenamy@mail.com
M,Some College,113305,<=25,Y,F,,Y,Professional,1Low,Owner,Northeast,3,F,Lemuel Bradford,Lemuel.Bradford@mail.com
M,<HS,0,NaN,N,A,Married,Y,Sales/Service,1Low,,West,8,F,Rick Stackhouse,Rick.Stackhouse@mail.com
M,<HS,0,NaN,N,G,,Y,Sales/Service,1Low,Renter,South,9,A,Ira Coley,Ira.Coley@mail.com
U,<HS,1500000,NaN,N,C,Married,U,Sales/Service,1Low,Owner,South,6,E,Sue Roman,Sue.Roman@mail.com
F,Some College,132631,<=45,Y,I,Married,Y,Sales/Service,1Low,Owner,Midwest,3,D,Jesse Mcdonald,Jesse.Mcdonald@mail.com
F,Grad,0,>65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,2,E,Eddie Sabella,Eddie.Sabella@mail.com
M,Some College,0,NaN,N,E,Married,U,Blue Collar,1Low,Owner,Northeast,7,K,Charles Anglea,Charles.Anglea@mail.com
F,HS,141918,<=45,Y,E,Married,Y,Blue Collar,2Med,Owner,Midwest,5,D,Kathleen Navarro,Kathleen.Navarro@mail.com
F,HS,488320,>65,Y,D,,N,Retired,1Low,Owner,West,2,G,Donna Martinez,Donna.Martinez@mail.com
F,Some College,84202,<=45,N,F,,U,Professional,1Low,Owner,Northeast,4,C,Molly Schmidt,Molly.Schmidt@mail.com
M,Bach,622444,<=55,Y,C,Married,Y,Sales/Service,3High,Owner,Northeast,4,G,James Herrera,James.Herrera@mail.com
F,<HS,108570,<=45,Y,G,Married,Y,Blue Collar,1Low,Owner,Northeast,3,E,Minerva Criscuolo,Minerva.Criscuolo@mail.com
M,Grad,442332,>65,N,B,,U,Retired,1Low,Owner,South,1,J,Dion Staten,Dion.Staten@mail.com
U,Some College,176645,<=55,N,F,,Y,Professional,1Low,Renter,West,6,D,Gladys Brooks,Gladys.Brooks@mail.com
F,HS,0,<=45,Y,J,Married,Y,Sales/Service,1Low,Owner,South,6,F,Brenda Strong,Brenda.Strong@mail.com
M,,300186,NaN,Y,B,,Y,Others,3High,Owner,South,3,E,Dale Crumpler,Dale.Crumpler@mail.com
F,Grad,281579,>65,Y,B,Married,N,Sales/Service,1Low,Owner,Northeast,3,K,Margaret Hannah,Margaret.Hannah@mail.com
M,Bach,1712063,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,K,John Daniels,John.Daniels@mail.com
F,Bach,462094,<=55,Y,E,Married,N,Professional,2Med,Owner,West,3,F,Sylvia Watson,Sylvia.Watson@mail.com
F,HS,95222,<=35,N,F,,Y,Blue Collar,1Low,Owner,South,4,D,Melina Montgomery,Melina.Montgomery@mail.com
F,,173811,<=55,Y,J,,U,Sales/Service,1Low,,South,1,H,Jean Sampson,Jean.Sampson@mail.com
F,HS,0,<=65,Y,I,,Y,Professional,1Low,Owner,South,6,B,Shantay Vanoy,Shantay.Vanoy@mail.com
M,Some College,356911,<=45,Y,E,Single,Y,Others,3High,Owner,South,1,E,Jonathan Bensman,Jonathan.Bensman@mail.com
F,Bach,116542,<=45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,G,Malissa Seybold,Malissa.Seybold@mail.com
F,<HS,601810,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,West,1,H,Sara Dake,Sara.Dake@mail.com
F,Some College,446355,NaN,N,C,,Y,Sales/Service,1Low,Renter,West,1,D,Michelle Thompson,Michelle.Thompson@mail.com
F,Some College,0,<=45,Y,E,Single,Y,Others,1Low,Owner,Northeast,2,F,Angela Marroquin,Angela.Marroquin@mail.com
M,Grad,668551,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,H,Nathan Lacuesta,Nathan.Lacuesta@mail.com
F,<HS,0,NaN,N,J,Married,Y,Sales/Service,1Low,Owner,West,8,D,Michele Campbell,Michele.Campbell@mail.com
F,Some College,195916,<=35,N,G,Married,Y,Professional,1Low,,South,1,E,Susan Mize,Susan.Mize@mail.com
M,Some College,293515,<=65,Y,B,,N,Sales/Service,1Low,Owner,South,2,I,Byron Aquino,Byron.Aquino@mail.com
M,Some College,355994,<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,2,G,Mark Obrien,Mark.Obrien@mail.com
M,Bach,444720,<=65,Y,B,Married,N,Professional,3High,Owner,West,4,I,Steven Neff,Steven.Neff@mail.com
F,HS,54449,>65,Y,J,,N,Retired,1Low,,South,9,D,Cecilia Cannella,Cecilia.Cannella@mail.com
F,Some College,1000000,<=35,N,H,,U,Professional,1Low,Renter,South,1,A,Alma Stoner,Alma.Stoner@mail.com
M,Some College,164590,<=65,Y,B,Married,N,Blue Collar,1Low,Owner,Midwest,3,E,Jose Russ,Jose.Russ@mail.com
M,HS,0,<=55,Y,J,Married,Y,Farm,1Low,Renter,Midwest,9,G,Joseph Stone,Joseph.Stone@mail.com
F,Some College,0,<=35,N,J,Married,Y,Blue Collar,1Low,Owner,South,8,D,Frances Courtemanche,Frances.Courtemanche@mail.com
M,Bach,437645,<=35,N,B,Married,Y,Sales/Service,3High,Owner,South,6,G,Jeffrey Liesmann,Jeffrey.Liesmann@mail.com
F,Some College,89172,<=25,N,G,,Y,Others,1Low,Owner,Midwest,5,B,Fern Hallam,Fern.Hallam@mail.com
F,<HS,73030,<=55,N,I,,N,Professional,1Low,Owner,Midwest,8,B,Ashley Belanger,Ashley.Belanger@mail.com
M,Bach,258875,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,2,F,Adam Tackett,Adam.Tackett@mail.com
M,Grad,1158397,>65,Y,C,,N,Retired,3High,Owner,South,1,L,James Ward,James.Ward@mail.com
F,HS,78970,<=25,N,G,,N,Sales/Service,1Low,Owner,South,8,A,Joan Roy,Joan.Roy@mail.com
M,Some College,212550,NaN,N,F,Married,Y,Blue Collar,1Low,,South,8,E,Thomas Smith,Thomas.Smith@mail.com
M,Bach,440970,<=55,Y,E,Married,N,Professional,3High,Owner,West,2,E,Jermaine Anderson,Jermaine.Anderson@mail.com
M,Bach,387691,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,A,Allen Ball,Allen.Ball@mail.com
M,Some College,95941,>65,N,I,Married,N,Blue Collar,1Low,Owner,South,2,D,Ali Jackson,Ali.Jackson@mail.com
M,HS,182008,<=35,Y,E,,N,Blue Collar,1Low,Owner,Midwest,4,G,Leslie Angles,Leslie.Angles@mail.com
M,Some College,0,<=65,Y,I,Married,N,Sales/Service,1Low,Renter,Midwest,6,E,Gary Mcgrew,Gary.Mcgrew@mail.com
M,Bach,172164,<=45,Y,J,,Y,Sales/Service,1Low,Owner,West,1,E,Brian Starr,Brian.Starr@mail.com
M,<HS,769104,<=55,N,G,Married,N,Blue Collar,1Low,Renter,Midwest,7,G,Mario Terry,Mario.Terry@mail.com
F,Some College,0,<=55,Y,G,Married,Y,Blue Collar,1Low,Renter,West,8,H,Audrey Westman,Audrey.Westman@mail.com
M,,0,NaN,Y,C,,U,Others,1Low,Owner,Midwest,2,J,Doyle Bearfield,Doyle.Bearfield@mail.com
M,Some College,0,NaN,Y,G,Married,N,Sales/Service,1Low,Renter,South,9,B,Robert Neal,Robert.Neal@mail.com
M,<HS,0,<=35,Y,G,,Y,Sales/Service,1Low,Renter,South,7,D,Amado Chun,Amado.Chun@mail.com
M,Grad,466723,>65,Y,B,Married,N,Retired,3High,Owner,South,1,D,Douglas Palmer,Douglas.Palmer@mail.com
M,HS,169113,NaN,N,F,Married,U,Sales/Service,1Low,Owner,Northeast,7,E,Milton Patton,Milton.Patton@mail.com
M,Grad,281664,<=35,Y,J,,N,Blue Collar,2Med,Owner,West,2,F,Craig Meadows,Craig.Meadows@mail.com
M,Bach,348435,<=55,Y,B,Married,U,Professional,1Low,Owner,South,2,I,Clifford Shurtleff,Clifford.Shurtleff@mail.com
F,Bach,0,>65,N,B,Married,N,Retired,1Low,Renter,West,3,C,Kathleen Namisnak,Kathleen.Namisnak@mail.com
M,Grad,380209,NaN,N,B,Married,U,Others,1Low,Owner,South,1,H,Lawrence Cammarata,Lawrence.Cammarata@mail.com
F,HS,0,NaN,Y,G,Single,U,Sales/Service,1Low,Renter,South,5,E,Karen Currey,Karen.Currey@mail.com
F,Some College,332024,NaN,Y,C,,Y,Professional,2Med,Owner,Midwest,1,J,Rose Collins,Rose.Collins@mail.com
M,HS,0,<=65,Y,I,Married,N,Professional,1Low,Owner,Rest,4,G,Matthew Romero,Matthew.Romero@mail.com
M,<HS,343350,NaN,N,G,,N,Sales/Service,1Low,Renter,South,1,A,Roderick Ellinger,Roderick.Ellinger@mail.com
F,Some College,59940,>65,Y,E,Married,N,Retired,1Low,Owner,Midwest,5,D,Norma Parker,Norma.Parker@mail.com
M,Bach,250689,<=55,N,C,Married,Y,Professional,1Low,Owner,Midwest,1,H,Charles Harris,Charles.Harris@mail.com
M,Some College,187044,<=55,Y,E,Married,Y,Blue Collar,1Low,Owner,West,1,G,Charles Vines,Charles.Vines@mail.com
M,HS,632810,<=55,Y,E,,N,Blue Collar,1Low,Owner,Midwest,4,C,Donald Solomon,Donald.Solomon@mail.com
M,Some College,0,NaN,N,I,Married,U,Farm,1Low,Owner,Midwest,9,D,Howard Jordan,Howard.Jordan@mail.com
F,Grad,408750,<=35,Y,C,,U,Sales/Service,1Low,Owner,South,1,H,Teresa Esparza,Teresa.Esparza@mail.com
M,Bach,298290,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,2,H,Lawrence Goodwin,Lawrence.Goodwin@mail.com
F,Some College,161538,<=65,N,J,Single,Y,Professional,2Med,Owner,South,7,D,Kathleen Johnson,Kathleen.Johnson@mail.com
M,HS,487360,<=65,Y,B,Married,N,Blue Collar,2Med,Owner,Midwest,2,H,David Worden,David.Worden@mail.com
F,HS,0,<=65,Y,G,,N,Sales/Service,1Low,Renter,Northeast,7,A,Victoria Mcdonald,Victoria.Mcdonald@mail.com
F,HS,0,NaN,Y,H,,N,Sales/Service,1Low,Renter,Midwest,5,A,Anne Wilcox,Anne.Wilcox@mail.com
M,,1600992,<=25,Y,C,,U,Professional,1Low,Owner,West,6,J,Walter Ellis,Walter.Ellis@mail.com
F,<HS,330847,<=45,Y,D,,N,Professional,1Low,Owner,Midwest,6,E,Dina Walker,Dina.Walker@mail.com
M,<HS,213727,NaN,Y,E,,U,Professional,1Low,Owner,South,7,H,Richard Miller,Richard.Miller@mail.com
M,Bach,0,<=35,Y,A,,N,Sales/Service,1Low,Renter,Northeast,7,G,Noel Walker,Noel.Walker@mail.com
M,HS,239233,>65,Y,I,Married,N,Retired,1Low,Owner,Midwest,6,D,David Oakley,David.Oakley@mail.com
M,Grad,804202,<=55,N,B,Married,Y,Professional,3High,Owner,West,1,K,Curtis Chien,Curtis.Chien@mail.com
M,HS,280750,NaN,N,C,Married,Y,Blue Collar,3High,Owner,West,7,B,John Burlock,John.Burlock@mail.com
M,,413589,NaN,N,E,,Y,Others,1Low,,Rest,3,E,Jerry Dewinter,Jerry.Dewinter@mail.com
M,HS,552695,<=55,Y,B,Married,U,Others,1Low,Owner,South,2,J,Jesus Rockmore,Jesus.Rockmore@mail.com
M,Bach,244661,<=45,Y,B,Married,Y,Professional,1Low,Owner,Midwest,2,F,Marvin Jones,Marvin.Jones@mail.com
M,Some College,193878,<=65,Y,E,,Y,Others,2Med,Owner,South,3,E,Willis Rankin,Willis.Rankin@mail.com
M,Some College,306181,<=55,Y,E,Married,U,Blue Collar,2Med,Owner,West,3,E,Robert Cheatam,Robert.Cheatam@mail.com
M,Grad,591706,<=55,Y,B,Married,U,Professional,3High,Owner,Northeast,1,L,Elijah Scott,Elijah.Scott@mail.com
F,Bach,168950,<=45,Y,E,Married,U,Sales/Service,2Med,Owner,South,7,G,Amy Martinez,Amy.Martinez@mail.com
M,Grad,277541,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,3,G,Scott Child,Scott.Child@mail.com
F,HS,0,NaN,Y,H,,N,Sales/Service,1Low,Owner,Midwest,5,G,Frances Thompson,Frances.Thompson@mail.com
M,Bach,1334160,<=45,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,L,Ralph Lemmon,Ralph.Lemmon@mail.com
F,Bach,981000,<=35,Y,C,Married,Y,Blue Collar,3High,Owner,West,4,F,Yukiko Dailey,Yukiko.Dailey@mail.com
F,Grad,404542,<=65,Y,C,Married,Y,Professional,2Med,Owner,South,1,H,Marina Jameson,Marina.Jameson@mail.com
F,HS,356975,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,1,F,Lilian Coy,Lilian.Coy@mail.com
M,Bach,0,<=45,Y,G,Single,Y,Sales/Service,1Low,Renter,South,4,D,Edward Woods,Edward.Woods@mail.com
M,Grad,398666,<=45,Y,B,Married,N,Sales/Service,1Low,,West,1,F,Henry Denes,Henry.Denes@mail.com
F,Bach,1135126,<=45,N,B,,N,Professional,3High,Owner,Northeast,1,E,Barbara Weaver,Barbara.Weaver@mail.com
M,<HS,58478,NaN,N,F,Married,U,Blue Collar,1Low,Owner,South,8,E,David Hogue,David.Hogue@mail.com
M,Grad,106275,<=65,Y,B,Single,N,Blue Collar,1Low,Owner,Northeast,4,D,Elwood Malone,Elwood.Malone@mail.com
M,HS,0,>65,N,D,Married,N,Retired,1Low,Owner,South,7,A,Billy Mitchell,Billy.Mitchell@mail.com
F,HS,269611,<=45,Y,E,,Y,Professional,2Med,Owner,Northeast,1,F,Gabriela Mcgillicuddy,Gabriela.Mcgillicuddy@mail.com
M,HS,442234,<=45,Y,E,,U,Blue Collar,2Med,Owner,Northeast,6,E,Son Adams,Son.Adams@mail.com
F,HS,145752,<=55,N,F,Married,N,Professional,1Low,Owner,South,2,E,Luz Haugabrook,Luz.Haugabrook@mail.com
M,Bach,837534,<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,L,Richard Podolsky,Richard.Podolsky@mail.com
M,HS,0,<=35,Y,I,,N,Professional,1Low,Owner,South,5,E,Ronald Hendricks,Ronald.Hendricks@mail.com
F,Some College,82992,<=35,Y,J,,U,Professional,1Low,Owner,South,3,E,Alicia Bonds,Alicia.Bonds@mail.com
F,Bach,381412,<=55,Y,B,Married,N,Sales/Service,1Low,Owner,South,1,H,Catherine Graham,Catherine.Graham@mail.com
M,Grad,552630,NaN,N,B,Married,Y,Professional,1Low,Owner,Midwest,5,J,Carl Godfrey,Carl.Godfrey@mail.com
M,Some College,361880,<=25,Y,C,,U,Sales/Service,3High,Owner,South,4,J,Jordan Chevrette,Jordan.Chevrette@mail.com
M,HS,571508,>65,Y,B,,U,Professional,1Low,Renter,South,3,L,Gary Lamark,Gary.Lamark@mail.com
M,HS,145406,NaN,Y,A,,U,Blue Collar,1Low,Owner,Midwest,3,E,John Siegel,John.Siegel@mail.com
F,Some College,109000,NaN,N,G,,N,Sales/Service,1Low,Owner,South,8,E,Maria Pittenger,Maria.Pittenger@mail.com
M,HS,297570,>65,N,D,,N,Retired,1Low,Owner,South,1,B,Dale Calabro,Dale.Calabro@mail.com
F,Some College,200058,NaN,Y,E,,N,Sales/Service,1Low,Owner,West,3,A,Linda Conklin,Linda.Conklin@mail.com
M,Grad,0,<=55,Y,F,Married,U,Others,1Low,Owner,Northeast,2,E,Robert Sosa,Robert.Sosa@mail.com
M,<HS,306944,>65,Y,D,Married,N,Retired,1Low,Owner,South,1,A,Thomas Hernandez,Thomas.Hernandez@mail.com
M,HS,441613,<=45,Y,I,Married,U,Professional,1Low,Owner,West,1,G,Edgar Foster,Edgar.Foster@mail.com
M,Some College,353944,<=55,Y,C,,Y,Professional,2Med,Owner,South,1,A,Carlos Leclair,Carlos.Leclair@mail.com
M,Grad,0,<=45,Y,A,Married,Y,Professional,1Low,Renter,West,5,F,Gary Archibald,Gary.Archibald@mail.com
F,Bach,431640,NaN,Y,C,Married,U,Sales/Service,3High,Owner,West,1,I,Bonnie Sklar,Bonnie.Sklar@mail.com
F,Some College,282233,<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,South,1,F,Mary Bradley,Mary.Bradley@mail.com
F,HS,63935,<=65,N,I,,Y,Sales/Service,1Low,Owner,Midwest,6,D,Karla Barnett,Karla.Barnett@mail.com
F,<HS,24231,>65,N,J,,N,Retired,1Low,,South,3,B,Lillie Judd,Lillie.Judd@mail.com
F,Some College,237118,<=55,Y,I,,N,Sales/Service,2Med,Owner,West,2,E,Barbara Thomas,Barbara.Thomas@mail.com
M,Some College,133954,NaN,Y,D,,N,Blue Collar,1Low,Owner,Midwest,5,A,Thomas Davis,Thomas.Davis@mail.com
M,Bach,325910,NaN,Y,G,Married,N,Sales/Service,1Low,Renter,West,2,E,Billy Wilson,Billy.Wilson@mail.com
U,Some College,206806,NaN,N,F,Married,Y,Sales/Service,1Low,,South,9,A,Linda Mangon,Linda.Mangon@mail.com
F,Grad,0,<=65,Y,B,,N,Sales/Service,1Low,,Northeast,4,G,Essie Rogers,Essie.Rogers@mail.com
F,Bach,275225,<=45,Y,C,Married,Y,Professional,2Med,Owner,Northeast,3,E,Mary Horne,Mary.Horne@mail.com
F,Some College,0,>65,N,I,Married,U,Retired,1Low,Owner,Midwest,6,E,Carol Nailer,Carol.Nailer@mail.com
M,<HS,251790,<=25,Y,F,,Y,Blue Collar,1Low,Renter,West,2,F,Michael Mckay,Michael.Mckay@mail.com
F,<HS,200799,NaN,N,C,Married,U,Sales/Service,1Low,Owner,South,6,F,Sara Coren,Sara.Coren@mail.com
F,<HS,401828,NaN,N,G,Married,Y,Sales/Service,1Low,Renter,Northeast,2,E,Lydia Hoffman,Lydia.Hoffman@mail.com
F,HS,0,>65,Y,C,,N,Sales/Service,1Low,Renter,Midwest,3,E,Su Forrest,Su.Forrest@mail.com
F,Bach,141198,<=65,N,I,,U,Professional,1Low,Owner,South,3,E,Ruth York,Ruth.York@mail.com
